question,answer
"Perfect. I'll need a room for myself, for five nights on tuesday.","Perfect, you are all set for Alexander Bed and Breakfast on Tuesday, your reference number is 22DG5770 . Is there anything I can help with today?"
"Nope, that's it. Thanks!","I hope you not going to sit in your room by yourself for 5 days, are you sure that you dont want to know about a restaurant or attraction?"
"Actaully i will be on business so not out much but I do need a train, to cambridge leaving after 21:15",Ok great. What day will you be traveling?
I am looking for a train to Ely.,What day are you looking to travel?
"I need to leave a little after 8:00 on Sunday, and I'm leaving from Cambridge.",The closest train I have is the TR3177 that leaves at 09:50. There's nothing earlier on that day.
I need to take a train from bishops stortford to Cambridge. Ill need to leave after 9:00,There are 56 trains traveling from Bishops Stortford to Cambridge after 9:00 between Friday and Wednesday. What day to you want to travel?
I want to leave on Sunday.,How about TR4803 that leaves at 09:29?
That will work can you book that for me please?,Of course. How many tickets do you need?
"Actually, I don't need a booking. I just need to know when it arrives, thanks.",It arrives at 10:07.
I am planning a vacation and really could use some help finding a good place to stay in town. I've never been to Cambridge before.,which side of town do you prefer and what is the price range?
It doesn't matter. What do you recommend?,alexander bed and breakfast is a guest house in the centre area. Would you like to book a room?
"Oh, ok. I really don't want to stay at a guesthouse though. Can you recommend a hotel instead?",The Huntingdon Marriott hotel is a very nice place.
Sounds good. Can you get me a room for 2 for 5 nights starting Sunday?,Booking was successful. Reference number is : 36N9VCAD . Is there anything else I can help with?
What is the train schedule from birmingham new street like? I need to arrive at 13:45.,"Where would you like the train to arrive, and what time will you be leaving?"
I'm wanting a train that leaves on Friday and goes to Cambridge.,Sure thing. What's your departure site and around what time would you like to leave?
"I want to leave after 16:45, depart from Birmingham New Street.",The first train will leave at 17:40 and arrive at 20:23. Does that sound good?
This time works fine for me.,"You train has been booked, and the reference number is ZETNNFN0 . You will owe 75.09 GBP when you arrive."
"thanks, i'm also looking for some museums.",We have lots of wonderful museums. Is there a particular area of the town you would like to find one in?
I'm planning a trip to Cambridge and I was told the A and B Guest House was a great place to stay. Can you give me information about it?,Absolutely! This is a moderately priced guest house with four stars. There is wifi included. It is located on the east. What else can I help with?
Do you have free parking? I refuse to pay for parking in a hotel that I am staying at. Wouldn't you agree?,"Yes, I would as a matter of fact. And yes the offer free parking."
"Okay, sounds good. Also I need to get a train from Liverpool street to Cambridge.",What day would you like to make this trip? Do you have any other specifications?
"Oh wait, you know what? I forgot to ask about star ratings. What's the star rating on the A and B Guest House, please?",It has four stars. Would you still like information on the train?
I need a train to go from Cambridge to Norwich.,What day of the week are you looking to travel?
I am traveling on Sunday,What time would you like to leave or arrive by?
I would like to arrive by 13:45.,I have the TR7438 that will arrive at 12:55. Would you like a booking made today?
I would like to book that train for 4 people please.,7G6OJ8G2 is your confirmation code. May I help you further?
"yeah, I'm also looking for a place to stay. I don't like hotels, so a guesthouse would be better. Moderate in price.",There are several moderate priced guesthouses do you have a preferred area that you want to stay in?
I'm looking for a train please.,Where are you leaving from and where would you like to go?
I plan to leave from stevenage to go to Cambridge.,Okay. There are 70 trains that go from stevenage to cambridge. Would you like to narrow it down by day or time?
I want to leave on Sunday and arrive by 12:15.,trainID departure destination day leaveAt arriveBy price duration book (optional) TR1542 stevenage cambridge sunday 05:54 06:43 10.24 pounds 49 minutes TR5870 stevenage cambridge sunday 07:54 08:43 10.24 pounds 49 minutes TR7802 stevenage cambridge sunday 09:54 10:43 10.24 pounds 49 minutes TR8225 stevenage cambridge sunday 11:54 12:43 10.24 pounds 49 minutes are the opitions
"Thank you, I will check them out and get back to you.",You are welcome. Call back anytime you are ready to book.
I need to get a train going to Stevenage.,I will need some more information. The train is departing from cambridge correct? What day would you like to leave?
"Yes, departing from Cambridge. We'll be leaving on Tuesday, hopefully after 15:15.",How about TR5343? It leaves at 15:21. Your next choice is TR9883 which leaves at 17:21.
What is the price for TR5343?,It is 12.80 pounds.
I would like information on pools in the north.,jesus green outdoor pool and kings hedges learner pool are in that area. Could I get you info on one of those?
"Hi, what can you tell me about the bangkok city restaurant?",Sure! It serves Thai food and is located in the centre. Would you like to book it?
Yes for 2 at 19:30 on Sunday please. I need the reference number then too.,I've booked that for you and your reference number is X4W3U0LM .
I'd also need a train leaving the centre going to kings lynn and arriving by 17:00 on monday.,I can certainly help with that. Could you just verify your departure point for me?
"Yes, it should depart from Cambridge.",the earliest arrives by 17.58
"Ok, I think that should be fine. Can you make a booking for me?","sorry, the arrival time is actually 16:58. how many tickets would you like?"
I'm looking for a train.,Let's start with where you are departing from and where you are going?
Departing from ely to cambridge.,"There are quite a few trains from Ely to Cambridge. On what day will you be traveling, and at what time would you like to depart?"
It's on Tuesday. I need to arrive by 9:30 and need to book for 7 people. Could I also get the reference number too?,"Ok I have booked you on TR6971 leaving Ely at 7:35, arriving at cambridge by 7:52 for 7 people. Reference number AQRMT6Q9 . Anything else I can help with?"
What fun places can I visit in the East?,"We have five spots which include boating, museums and entertainment. Any preferences that you have?"
I don't have a preference. Which place would you recommend?,I'm fond of the Cambridge Museum of Technology. Would you like more information on it?
What is the entrance fee?,It is 5 pounds to get in.
"Great, thanks! Can you help me find a train going into Cambridge as well?",I certainly can! Where would you be coming from and what day and time?
I am planning a trip in Cambridge.,"I am glad that you are visiting, but I cannot help you until you give me something to search for?"
I'm looking for a train from Cambridge to Leicester on Monday.,We have quite a few trains available that day. Is there any time you would like to depart or arrive by?
I need to leave after 21:45,"TR2919 is leaving at 22:21, would that work?"
"Yes, could you book me 2 tickets and get me a reference number?",Absolutely. I have booked two tickets for TR2919 at a total fee of 75.59 GBP. Your reference number is 8BG1O6W0 . Is there anything else I can assist you with?
I really need to get out of Cambridge! Can you find me a train to Leicester? Sometime after 08:45 because I like to sleep in.,"I would be happy to help with your request, what day will you be leaving?"
I'll be leaving this place on Saturday.,What time would you like to arrive by?
It does not matter.,There is a train that leaves at 9:21 and arrive in Leiester at 11:06. Would you like me to book it for you?
No thank you. What's the cost of the ticket?,The ticket price is 30.24 pounds. Can I be of further assistance?
"I am looking for a place to go in the centre, of type multiple sports.","Unfortunately, there is not attraction type with multiple sports in the centre areat."
Is there a nightclub located in the centre instead then?,There are 5 nightclubs in the centre. Would you like me to send you a list with their address and price information?
"No, I just need the phone number and entrance fee for each of them.","Ballare 5 pounds, phone 01223364222. club salsa 5 pounds, phone 07782218745. kambar 5 pounds, phone 01223842725. soul tree nightclub 4 pounds, phone 01223477900. the fez club 5 pounds, phone 01223519224"
I would like to find out information about a hotel called Warkworth House.,Warkworth house is a guesthouse in the east area. It is moderate pricing with 4 stars. It offers free parking and internet. Would you like a reservation?
Yes please. It'll be for 4 nights.,I will go ahead and book your room.
Thank you. Can I get a reference number for the booking?,"In order to book, can you tell me the number of guests, number of nights and the day of the week you want to start your stay?"
I need to book it to 2 people for 4 nights starting from wednesday.,Okay the booking was successful. The reference number is HZ6B38TH .
I'm also looking for a train. I'll be traveling back to Broxbourne on Friday.,Will you be leaving from Cambridge.
yes i will be leaving from Cambridge.,What time would you like to leave around?
We will be on the west side of town and would like to find a place to eat while there.,What type of cuisine would you be looking for?
I want some Scottish food.,There are none in the area. Another type or area perhaps?
"Yeah, can you check the south please?",There are no restaurants in that area.
What a bummer. Find me a restaurant that serves British food on the West please.,There are 3 restaurants in that area that serve British food. Is there a particular price range your looking for?
I am planning a trip in Cambridge,What area in cambridge would you like to stay?
I'm actually looking to book a specific hotel. It is called the Alpha-Milton Guest House.,"Okay, can you tell me how many people are staying, how many days you want to stay and when you begin your stay, please?"
"I'd like to start my stay on Wednesday, it will be for two nights, and it will be 6 people.","Ok, so you are all booked. Reference number is NM7IWBOC ."
I'm looking for a hotel that includes free wifi and free parking.,"There are definitely lots of places that provide complimentary parking and wifi. Do you prefer any particular part of town, or are you looking for a certain price range?"
I would like a hotel in the centre and it should be in the cheap price range.,I don't have any hotels that meet your criteria but I do have two guesthouses available? Would that be okay?
"Yes, that would be fine. What are the names of the two guesthouses?",One id alexander bed and breakfast and the other is el shaddai.
What star ratings are they?,Alexander bed and breakfast is 4 stars and el shaddai is 0 stars.
Okay may I please have the phone number for Alexander bed and breakfast?,Of course! The telephone number for Alexander Bed and Breakfast is 01223525725.
Thank you! I'm also looking for a train for saturday.,"Okay. Would you like to narrow it down by departure site, destination, or arrival time?"
Let's find me an expensiove place to eat in the centre,sure i have 33 options for you
"How about you pick one and reserve a table for 5 on sunday at 11:45, and I'll need that reference number too.",Sure! I've booked you at Fitzbillies at 11:45 on Sunday for 5. Your reference number is Y5EX13L7 . Is there anything else I can help you with?
Great can you also help me get a train? I'm looking to go to ely and arrive by 21:30,On what day will you be leaving?
I will be leaving on Monday,TR5484 leaves at 13:50 and costs 4.40 pounds. is that fine with you?
Can you help me find a place to stay that's four stars and has free wifi?,Twenty one accomodations meet your needs. What part of town are you planning to stay in?
That doesn't matter as long as it's cheap.,There are 21 places in that criteria. What area of town? Or perhaps a need for free parking?
"It doesn't matter. Like I told you, it just needs to be a cheap 4 star place with free wifi.",The Alexander bed and breakfast is the best option.
Okay I would like to make a booking for 5 people and 4 nights starting from wednesday.,Will you needing a reference number?
"Yes, of course.",Booking was successful. Reference number is : JVC5MSAV . anything else today?
Can you find me a train from Cambridge to Leicester?,There are several what day and time do you want to leave or arrive?
I'd like to leave on wednesday and should arrive by 13:00,The TR2176 leaves Cambridge at 09:21 and gets into Leicester at 11:06. Will that work for you?
What is the price of that train?,The price is 37.80 pounds. Would you like to go ahead a book a seat?
"Yes, I would like to book a seat on that train. Thank you.","Just to clarify, am I booking just one ticket or more?"
I am planning a trip in Cambridge,I can help plan your trip! What do you need?
I need a train ticket going to cambridge from norwich on saturday anytime after 15:00,There are 9 trains traveling from norwich to cambridge after that time on Saturday. Do you need to arrive by a certain time?
"No it doesn't matter when I get there. Can you pick one, and make me a booking for three people? I need a reference number too!",Okay. I've booked you three tickets on the TR9724. Your reference number is J87QHBRM . You'll owe 42.24 at the station.
I need a train on Tuesday that arrives by 16:45.,"Certainly, where is your place of departure and arrival?"
I want to depart from London and arrive in Cambridge.,london kings cross or london liverpool street?
london liverpool street.,I have train TR1395 that leaves at 13:39 and will arrive in Cambridge by 15:07. Would that work for you? I would be happy to book your ticket.
I'm hoping to book a train from bishops stortford to cambridge. Please list all times for that route.,There's a total of 70 trains. Is there a particular time of day you would like to travel?
I need to leave Wednesday and arrive after 11:15.,Thanks for that information. What time you would like to leave?
I would like to leave after 11:15.,Unfortunately there are no trains meeting your criteria. Would you like me to look up another departure and arrival time?
"no, i want that day and time please",The TR0516 leaves Cambridge at 11:29 on Wednesday. Will that work for you?
"Well, I need to know the arrival time first.",Arrival time is 12:07 does that work for you?
Hi! I'm looking for a train to Norwich on Saturday.,What is your departure site and time?
From Cambridge and I want to arrive by 20:30.,I have a train that would leave at 18:36 and arrive by 19:55. It's 79 minutes long and costs 14.08 pounds. Would you like me to book it?
"Yes please, book it for 7 people.",All booked and ready to go! The reference number is RJVNE0PT .
I am also looking for a place to stay. Can you find a 1 star hotel for me that is a guesthouse?,"Unfortunately, there are no guesthouses that meet that criteria. In the area, there are 24 guesthouses, some of them cheap, some expensive. Can you narrow down your choices?"
"If there are no 1 star guesthouses, please find me the cheapest one that includes free wifi.",Alexander bed and breakfast is a 4 star cheap guesthouse with free interenet and parking located in the centre. Does that work for you?
Can you help me find a place to go on the east side of town where I can enjoy multiple sports? Thanks.,There is the cherry hinton village centre. Would you like me to making a reservation for you?
"No thanks, I'd like to call them first. Can you give me the address, phone number and entry fee for Cherry hinton village centre?","Their phone number is 01223576412 and the postcode cb19ej. They are located at Colville Road, Cherry Hinton."
looking for a train. The train should go to london liverpool street and should leave on saturday,Where will you leave from?
I am leaving from Cambridge.,how about train TR4078 that leaves at 13:39?
Hi! Would you please help me find a hotel to stay at?,"Certainly, what can I use to narrow down your search?"
"It needs to be 2 star, have free parking and free wifi.",We have 3 results. What area are you interested in staying in? And what price range?
I do not have a preference. Please pick one and get me a booking for 8 people for 3 nights staring from Friday.,I was able to book you at the Ashley Hotel. Your booking was successful. Reference number is : 79F1XIW2 . Is there anything else I can help you with?
i also need a train that should leave after 16:45 destination bishops stortford,I see a departing train leaving at 17:29.
"I need to book a train from stansted airport to cambridge, can you help me?","Yes, what day will you be traveling?"
"monday, after 11:15",There are 13 trains that match. Shall I reserve any tickets for you?
"Hello, do you have any information regarding interesting theatres to visit in the centre of town?","Sure thing, there are four theatres in the centre of town. ADC Theatre, Cambridge Arts Theatre, Mumford Theatre, and The Cambridge Corn Exchange."
I'm interested in one of the theatres! Can I get the entrance fee information for those?,"I'm sorry, but none of the theaters list the entrance fee. Would you like the phone number for any of them?"
"That's okay, could you provide me with the postcode and address, please? Also, I am looking for a train leaving after 16:00 this Monday.","The ADC Theatre is located on Park Street and its postcode is cb23pj. Before I find your train, could you tell me where you would like to go?"
"Yes, I am hoping you can give me some information on a train.",Can you please give me more information? There are numerous trains leaving on Friday to Cambridge.
I am leaving cambridge on Tuesday and going to Birmingham new street.,"Sure, there are plenty of trains that match your requirements. Did you have a particular time of day you were wanting to travel on Friday?"
I would like to leave after 21:45.,There are two trains that fit your criteria. One will arrive at 24:33 and the other at 01:44. Which suits your needs?
How about the one arriving at 01:44.,How many tickets can I book for you?
What is the travel time for the one arriving at 1:44.,The travel time for TR4724 is 163 minutes.
Can I please get a train ticket from Norwich to Cambridge?,We have many trains available but to help find the right one could you provide me with what day you will be departing and your departure time and arrival?
I will be leaving after 15:15 on Tuesday.,TR4180 leaves at 15:16. Does that work for you?
"Perfect, can I get 8 tickets?","Booking was successful, the total fee is 140.8 GBP payable at the station . Reference number is : CO0GWJCJ . Can I help you with anything else today?"
i am also looking for places to go in town. The attraction should be in the type of park.,We have a lot of excellent options. Is there a particular area you'd like to visit?
"Yes, I would like to visit a park.","There are parks in the centre, east, north and south. Could you please let me know which area you prefer?"
Can you help me find a place to stay that is expensive and includes free parking?,"Absolutely, what area were you wanting to stay in?"
"Area doesn't really matter, but I would like a 3-star place with internet.",There are two hotels that meet your preferences. I suggest the Gonville Hotel as it's in the city centre.
"Could you give me the address, please?",They are located at gonville place. Would you like to book a room there?
"Nah, not right now. I do need info on a train though. What's the schedule like on Sunday trains leaving cambridge?",I'll be happy to help you with that. Where would you like to travel to?
I want to find an expensive restaurant in the centre of town.,"The cambridge chop house serves british food, it is in the centre of town and is in the expensive price range."
"Great, what is the postcode and phone number?",The postcode is cb21sj and the phone number is 01223359506.
I also need a train from Cambridge to Stansted Airport. Can you please look that up for me.,i got 5 choices. what time do you want to leave?
"Hi, Can you help me find a train from Norwich to Cambridge?",I would be happy to help! What day would you like to travel?
I would like to arrive wednesday at 16:45.,There is a train which departs at 15:16 and arrives at 16:35 would you like me to book that one?
"No need to book it today. I would like the price and travel time if you have it there, though.",The price is 17.60 pounds and travel time is 79 minutes. Can I assist you with anything else today?
I also need a hotel with free parking.,We have 29 hotels that may be what you need. Is there a certain area or price range you are looking for perhaps?
I'm interested in finding a train to peterborough on Wednesday please,I can help! What time are you looking to depart?
on wednesday by 8 15 please,"Ok, I've got train TR3730 that leaves at 07:06 and would put you in Peterborough by 07:56. Would that work for you?"
Yes that will work great can you book me 2 tickets?,"Booking was successful, the total fee is 33 GBP payable at the station. Reference number is : J7JWEILX ."
I'm looking for a multiple sports attraction in the area of center.,We currently do not show any locations that fit that criteria. Would like me to look in a different area?
"No, How about a swimming pool in that area?","Parkside Pools is located at Gonville Place. I do not have the entrance fee available, but the phone number is 01223446100 and the postcode is cb11ly"
Thank you for the phone number. Thanks for the help!,Is there anything else I can help you with today?
I am also looking for a train leaving friday.,"There are 404 trains that day, what destinations do you need?"
I would like to book a train.,What day do you need the train? What is your destination?
I am sorry I mean I want a nightclub to go in the wast side of town.,"Unfortunately, there aren't any in that area. How about another location?"
how about one that is in the type of museum.and make Make sure you get address,Kettle's yard is museum in the west part of town. It is located on castle street.
I also need a moderate priced room.,great! what area of town are you thinking of?
I'd like it to be a guest house in the north.,"okay, I can help you with that. When are you planning your stay?"
I'm not sure yet. I'm really researching right now. Can you please recommend a guesthouse in the north in the moderate price range?,I've got 9 guesthouses in that price range. Do you need internet and/or parking?
I need a train on Tuesday that goes to london kings cross.,There are ten trains on tuesday to that location. What time would you like to depart?
I want to leave by 19:30.,"I have a train leaving Cambridge at 11:00 to go to London Kings Cross by 11:51, TR6925. Does this sound acceptable?"
Well I need it to leave after 19:30 and I would like to make a booking for 5 people on Tuesday and I will need a reference number.,"Booking was successful, the total fee is 118 GBP payable at the station .Reference number is : MMHRON1T ."
i am also looking for information about the hamilton lodge.,The hamilton lodge is a guesthouse in the north area. Would you like a booking?
I'm looking for a hotel called city centre north b and b,May I help set a booking for you?
Does the hotel have free parking?,"They offer parking but I am unsure if it is free, but their phone number is 01223312843 if you'd like to call and check with them."
Hmm. Okay. Could you help me find a train? I need to leave on Sunday.,And when would you like to leave by?
I want to leave on Sunday and arrive by 14:00.,Where are you traveling from and to?
I am traveling to cambridge from broxbourne.,TR2939 will leave at 12:01 and arrive at 13:01. Would you like to book this train?
I am look for a hotel near the beach near the main strip,"Sorry, I don't think I can help you there. Can I help with something else?"
I am looking for a particular restaurant called Zizzi Cambridge. Can you tell me what area it is in?,Zizzi is in the centre of town.
"Excellent. Thank you. Also, can you assist me with finding a train for Monday?",Sure! Provide me your itinerary.
"We will be traveling from Cambridge and going to Ely, but it needs to leave after 21:00.",Is there a time you need to arrive by?
"Hello, I need to book a train at 07:15 leaving Cambridge going to the town center on Thursday for 7 people.",Sure I can help with that. There are no trains going to the town centre. Do you have another destination in mind?
Could you check for a bus?,I think we may need to recheck your intended arrival location. To where and from where do you wish to travel?
I am leaving from Cambridge at 14:30.,And where are you going?
I will be going to ely.,What time do you want to arrive by?
Doesn't matter. I just can't leave until 14:30,There is a 15:50 train that will arrive at 16:07. Does that sound good?
i need a train going to leicester that leaves after 11:45,"Sure, are you going to leicester, or to cambridge? What is your departure site please?"
"I will be departing leicester going to cambridge, sorry for the confusion. I need to leave after 11:45 also.",The earliest train leaving after 11:45 is at 12:09 on friday. Would you like me to book this for you?
That is fine. Can I have the train ID once it's booked?,"Of course, what day will you be traveling, and how many people will be in your party?"
I need 1 ticket for departure on Thursday.,Great. I have booked you one seat on the 12:09 train from Leicester and your reference number is 7UR3BFW6 . Is there anything else I can do for you?
I need a train to Cambridge please. I plan to leave out on Tuesday,"Sure, no problem. Where are you heading in from?"
I am leaving peterborough.,What time do you need to travel?
I need to leave after 14:15,"TR9964 departs peterborough at 14:19, or there is also a later one that leaves at 14:48. Do either of these suit your needs?"
I would like to book a hotel room for two.,"Okay, is it possible you meant to say you needed to find a train? I can help you with that."
"Yes, sorry. I need to leave Stansted airport on Tuesday.",And what is your destination?
Cambridge. Please give me departure time and travel time.,Would leaving at 5:24 and arriving at 5:52 work?
"Hi, can you help me find a train? I'm in the planning stages of a trip there.",Absolutely! Do you know which train station you would like to use?
Not really but I am departing from Cambridge and going to Birmingham New Street.,"There are hourly trains Friday morning, you could take the TR5408 leaving at 7AM, arriving at 9:44. It costs 75.10 pounds. Does that work?"
"No. I need the train on a thursday and it has to arrive by 13:45. Can you give me the departure time, price, and travel time for that train?",I have TR2102 that leaves at 10:01 and arrives by 12:44. The ticket price is 75.10 pounds. And the travel time is 163 minutes. Anything else I can help with?
"Yes, do you have any suggestions of places to go in the centre?",sure! do you like museums?
I need a list of cheap places to stay that include free parking.,Alexander bed and breakfast is in the cheap price range in the centre of town.
"Okay, does that place include free wifi and it is 4 stars?","Yes, the Alexander has free wifi and is a 4 star hotel. How many nights will you be staying?"
I will be staying 5 nights starting from Saturday.,Thank you so much for that information. How many people in your party so I can make the booking for you?
I need to find a place to eat in the centre of Cambridge.,There are dozens of places to eat in the north. What kind of food are you interested in?
I'd like something that serves modern European.,"There are four choices available that range from cheap to expensive, what is your preference with price?"
Great can you book one for 2 people at 16:00 on monday please?,"Ok, I have a reservation for 2 at de luca cucina and bar on Monday at 16:00. The reference number is: HC9L602O ."
I am also looking for a train for Monday departing birmingham new street.,It looks like there are trains running hourly from 5:40. Did you have a time of day in mind?
I'm looking to arrive in cambridge by 10:15.,The TR7853 gets you to Cambridge about 09:23. Would you like that one?
I need a train to stansted airport from cambridge please.,"Ok, what day will you be traveling?"
Thursday. I need to arrive by 12:45.,The closest to thing I can find is a train leaving at 5:40 on Thursday. It arrives at Stansted Airport at 6:08. Is this okay?
"Yes, that works. Can I get the train id number and the price please?","the train Number is TR7966, it will cost you 10.10 pounds."
I need to find me a room as well.,"What part of town would you prefer? And, do you need internet?"
"Looking for something in the North, cheap price range please. Don't care much about internet.","There are two guesthouses that meet your criteria. The City Centre North B and B, and the Worth House. Would you like me to book one of those for you?"
"i need a train to bishops stortford that leaves after 16:30, please.",Where will you be travelling to?
I already told you.,Where will you be departing from and what day do you wish to travel?
"I would like to leave on Tuesday, and depart from Cambridge.","The TR2153 departs Cambridge for Bishops Stortford on Tuesday at 17:29, would you like to book a seat on this train?"
Yeah. I need to book for 7 people.,"Booking was successful, the total fee is 70.7 GBP payable at the station . Reference number is : C2KPV8JC ."
Thanks for the booking. I also am looking for a guesthouse with free internet for all of us.,Arbury Lodge Guesthouse is available in the north area. It's a moderate price range and has free internet. How many days will you be staying?
We will be staying for five days.,And which night would you like to start your stay?
I am planning your trip in Cambridge. looking for a train,"I feel more comfortable planning my own trip, but I can help you with yours. Where will you be coming from and on what day?"
I am from Broxbourne and coming into Cambridge. What trains would you have available on Monday?,We have nineteen trains available that day. Is there any time you would like to leave or arrive by?
I need to leave after 21:15. Can you book this for four people? I need a reference number.,"Booking was successful, the total fee is 71.59 GBP payable at the station. Reference number is : UPJBMQ32 ."
"Thanks, I also need a guest house.",We have many fine guesthouses in town. Is there a certain part of town or price range you would like?
I'm trying to find a train that departs from London Kings Cross on Thursday. Can you help me book a ticket?,"Sure, are you coming to Cambridge? What time would you like to depart?"
Any time that lets me arrive by 08:45.,"The TR4016 from london kings cross to cambridge, traveling on thursday, leaves at 07:17 and arrives at 8:08. Should I book it for you?"
Yes can you please book that for 8 people and give me the reference number?,"great, I was able to get your tickets. Reference number is FCRRA5HL and the tickets, 188.8 GBP are payable at the station, anything else?"
"Good evening, I need to take a train from Cambridge to Norwich.",What day and time do you want to travel?
I want to leave on Wednesday and arrive by 15:30.,I have train TR1144 leaving at 5:36 and arriving at 6:55. Would you like to make reservations for that?
"Yes, that would work. I don't need a ticket though. But, can I ask the price per ticket?",The price is 17.60. Can I help you with anything else?
i'm also interested in places to go in town.,What area would you be in?
I would like to go to a theatre in town. How many are there and where are they?,What area in town would you like to go to?
"I don't care, anywhere in town is fine.",i suggest the junction. it is in south. can i give you the address?
"Sure. What is the Address, phone number and postcode?",The address is clifton way and the postcode is cb17gx. Their phone number is 01223511511. Do you need anything else?
"No, thank you that is all.",I am glad we were able to help you today. Have a good day.
I'm looking for a train going to Ely please.,What day is this for?
It will be for Thursday.,What time would you like to go?
I just need to arrive by 14:15.,"I have three different train choices. Depending on how early you want to arrive. I have one arriving at 6:07, one at 8:07 and one at 10:07."
What's the travel time? Knowing that will help me select on a time.,The travel time is only 17 minutes.
"Hi, can you suggest some tourist sites to visit in Cambridge?",There are 79 tourist sites listed in Cambridge. What type of attraction are you interested in seeing?
"Yes, I'd love to visit a college. Is there a nice one in the city centre?",Christ's College is on Saint Andrew's Street in the centre. It is lovely.
"What's the entrance fee, address, and phone number?","Christ's college is free to enter. It's located on saint andrew's street, and their phone number is 01223334900. Is there anything else I can help you with?"
I am trying to find a museum to go to while I am in Cambridge on holiday.,There are several museums in Cambridge. Is there a certain area you are hoping to visit?
I have no particular area in mind. Which do you recommend and can I get the entrance fee and phone number please?,There are 23 museums in the area of cambridge what area do you want?
I'm departing cambridge . Can you find a train that leaves after 08:15?,Where will you be going and on what day?
I am trying to get to peterborough on Thursday please.,"TR4863 leave at 08:34, would that work for you?"
I am looking for a train arriving by 9:45 on Tuesday.,May I get your departure and destination information please?
I am going from Cambridge to Leicester.,TR2863 departs from Cambridge at 07:21 and arrive in Leicester by 09:06. Would you like to book this train?
Maybe... how much does it cost?,It costs 37.80 pounds per ticket.
"I'm sorry, we have that mixed up. I need to depart from leicester and go to cambridge. Do you have a train that arrives by 09:45 in cambridge?",TR6954 departs from Leicester at 07:09 and arrives in Cambridge at 08:54. Would you like to book this train?
